LEVEL 0;;LEVEL 1;;LEVEL 2;;LEVEL 3;;LEVEL 4;;;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;48406-01;Остеоектомія малогомілкової кістки;Arthroscopic removal of loose body of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;48409-01;Остеоектомія малогомілкової кістки з внутрішньою фіксацією;Arthroscopic repair of osteochondral fracture of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;48418-01;Остеоектомія великогомілкової кістки;Arthroscopic synovectomy of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;48421-01;Остеоектомія великогомілкової кістки з внутрішньою фіксацією;Arthroscopic chondroplasty of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;48424-07;Остеоектомія дистального відділу стегнової кістки;Arthrotomy of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;48427-07;Остеоектомія дистального відділу стегнової кістки з внутрішньою фіксацією;Removal of loose body of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;49503-04;Пателлектомія;Division of ankle contractures;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;50354-00;Резекція та внутрішня фіксація великогомілкової кістки у разі вродженого псевдоартрозу;Stabilisation of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;90603-16;Секвестректомія великогомілкової кістки;Arthrodesis of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1504;Висічення кісток ділянок колінного суглоба або гомілки;90603-17;Секвестректомія малогомілкової кістки;Total arthroplasty of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1505;Інші процедури на колінному суглобі або гомілці, пов’язані з висіченням;30114-00;Висічення кісти Бейкера;Revision arthroplasty of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1505;Інші процедури на колінному суглобі або гомілці, пов’язані з висіченням;44367-01;Екзартикуляція колінного суглоба;Revision arthroplasty of ankle with bone graft;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1505;Інші процедури на колінному суглобі або гомілці, пов’язані з висіченням;44367-02;Ампутація нижче коліна;Other repair of tendon of ankle;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1505;Інші процедури на колінному суглобі або гомілці, пов’язані з висіченням;49503-00;Меніскектомія колінного суглоба;Repair of Achilles' tendon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;5;ВИСІЧЕННЯ;1505;Інші процедури на колінному суглобі або гомілці, пов’язані з висіченням;49509-00;Синовектомія колінного суглоба;Immobilisation of Achilles' tendon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1506;Репозиція вивиху колінного суглоба або надколінка;47054-00;Закрита репозиція вивиху колінного суглоба;Secondary (delayed) repair of Achilles' tendon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1506;Репозиція вивиху колінного суглоба або надколінка;47057-00;Закрита репозиція вивиху надколінка;Reconstruction of Achilles' tendon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1506;Репозиція вивиху колінного суглоба або надколінка;47060-00;Відкрита репозиція вивиху надколінка;Lengthening of Achilles' tendon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1507;Закрита репозиція перелому виростка великогомілкової кістки;47546-00;Закрита репозиція перелому медіального або латерального виростка великогомілкової кістки;Lengthening of gastrocnemius and/or soleus tendon;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1507;Закрита репозиція перелому виростка великогомілкової кістки;47546-01;Закрита репозиція перелому медіального або латерального виростка великогомілкової кістки з внутрішньою фіксацією;Primary repair of flexor or extensor tendon of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1507;Закрита репозиція перелому виростка великогомілкової кістки;47555-00;Закрита репозиція перелому медіального та латерального виростка великогомілкової кістки;Secondary repair of flexor or extensor tendon of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1507;Закрита репозиція перелому виростка великогомілкової кістки;47555-01;Закрита репозиція перелому медіального та латерального виростка великогомілкової кістки з внутрішньою фіксацією;Subcutaneous tenotomy of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1508;Відкрита репозиція перелому виростка великогомілкової кістки;47549-00;Відкрита репозиція перелому медіального або латерального виростка великогомілкової кістки;Open tenotomy of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1508;Відкрита репозиція перелому виростка великогомілкової кістки;47549-01;Відкрита репозиція перелому медіального або латерального виростка великогомілкової кістки з внутрішньою фіксацією;Open tenotomy of foot with tenoplasty;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1508;Відкрита репозиція перелому виростка великогомілкової кістки;47558-00;Відкрита репозиція перелому медіального та латерального виростка великогомілкової кістки;Transfer of tendon or ligament of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1508;Відкрита репозиція перелому виростка великогомілкової кістки;47558-01;Відкрита репозиція перелому медіального та латерального виростка великогомілкової кістки з внутрішньою фіксацією;Triple arthrodesis of foot;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1509;Закрита репозиція перелому діафіза великогомілкової або малогомілкової кістки;47564-00;Закрита репозиція перелому діафіза великогомілкової кістки;Excision of calcaneal spur;
Клас 15;ПРОЦЕДУРИ НА СКЕЛЕТНО-М'ЯЗОВІЙ СИСТЕМІ;9;КОЛІННИЙ СУГЛОБ, ГОМІЛКА;6;РЕПОЗИЦІЯ;1509;Закрита репозиція перелому діафіза великогомілкової або малогомілкової кістки;47564-01;Закрита репозиція перелому малогомілкової кістки;Correction of hallux valgus or rigidus by arthroplasty, unilateral;
